interval,delay,data_size,talk_n,lstn_n
0.2297229766845703,0.0005509853363037109,77,1,1
0.006872892379760742,0.00030303001403808594,113,1,1
0.010106086730957031,0.0003910064697265625,92,1,1
0.010061979293823242,0.00041604042053222656,74,1,1
0.009903907775878906,0.0003478527069091797,88,1,1
0.010024070739746094,0.0003960132598876953,99,1,1
0.010111093521118164,0.0003771781921386719,97,1,1
0.009950876235961914,0.00037407875061035156,96,1,1
0.009958982467651367,0.0003380775451660156,102,1,1
0.010026931762695312,0.0004279613494873047,107,1,1
0.009901046752929688,0.00029587745666503906,83,1,1
0.010343074798583984,0.00038909912109375,101,1,1
0.010402917861938477,0.00043201446533203125,91,1,1
0.00935506820678711,0.0003559589385986328,107,1,1
0.009999990463256836,0.0003159046173095703,112,1,1
0.010096073150634766,0.00042700767517089844,98,1,1
0.009981870651245117,0.0004489421844482422,105,1,1
0.010080099105834961,0.00040793418884277344,93,1,1
0.009814977645874023,0.0003399848937988281,108,1,1
0.01002192497253418,0.00042891502380371094,98,1,1
0.010190010070800781,0.0003559589385986328,110,1,1
0.010139942169189453,0.0007498264312744141,101,1,1
0.009674072265625,0.0004220008850097656,97,1,1
0.010190963745117188,0.00045490264892578125,108,1,1
0.010084152221679688,0.0005609989166259766,91,1,1
0.009702920913696289,0.00034999847412109375,107,1,1
0.010041952133178711,0.0003268718719482422,109,1,1
0.010129928588867188,0.000453948974609375,102,1,1
0.010133028030395508,0.00041794776916503906,104,1,1
0.009773015975952148,0.0003440380096435547,119,1,1
0.010045051574707031,0.000431060791015625,90,1,1
0.009946107864379883,0.00041413307189941406,96,1,1
0.009847879409790039,0.0003268718719482422,96,1,1
0.010236024856567383,0.0003819465637207031,110,1,1
0.009855031967163086,0.0003390312194824219,87,1,1
0.010084867477416992,0.00040078163146972656,87,1,1
0.01034998893737793,0.00061798095703125,89,1,1
0.009612083435058594,0.0003299713134765625,111,1,1
0.010216951370239258,0.000579833984375,122,1,1
0.009891033172607422,0.0004429817199707031,93,1,1
0.009806156158447266,0.0003590583801269531,104,1,1
0.010149955749511719,0.0004220008850097656,118,1,1
0.010054826736450195,0.00041294097900390625,85,1,1
0.009931087493896484,0.0004169940948486328,110,1,1
0.00990605354309082,0.0003490447998046875,111,1,1
0.010151863098144531,0.0003459453582763672,97,1,1
0.010318994522094727,0.0004229545593261719,107,1,1
0.009676218032836914,0.00043201446533203125,90,1,1
0.010067939758300781,0.00036907196044921875,117,1,1
0.009666919708251953,0.00030303001403808594,97,1,1
0.010080099105834961,0.00032806396484375,94,1,1
0.010228872299194336,0.0005328655242919922,87,1,1
0.00990605354309082,0.0003440380096435547,103,1,1
0.009963035583496094,0.0004000663757324219,119,1,1
0.009979963302612305,0.0003960132598876953,86,1,1
0.009825944900512695,0.00029397010803222656,106,1,1
0.010140180587768555,0.00030922889709472656,100,1,1
0.009903907775878906,0.0003199577331542969,121,1,1
0.010043859481811523,0.00032782554626464844,94,1,1
0.009927034378051758,0.00030684471130371094,102,1,1
0.010055065155029297,0.0003108978271484375,95,1,1
0.010025978088378906,0.0003719329833984375,126,1,1
0.010093927383422852,0.0004448890686035156,107,1,1
0.009990215301513672,0.0003731250762939453,95,1,1
0.009966850280761719,0.0003209114074707031,89,1,1
0.009948015213012695,0.0002980232238769531,90,1,1
0.010061025619506836,0.0003490447998046875,99,1,1
0.009957075119018555,0.0003170967102050781,115,1,1
0.009968996047973633,0.0003120899200439453,86,1,1
0.010287046432495117,0.0006310939788818359,105,1,1
0.009919881820678711,0.0004820823669433594,96,1,1
0.009968996047973633,0.0004799365997314453,96,1,1
0.0098419189453125,0.0002980232238769531,94,1,1
0.009958982467651367,0.0003039836883544922,106,1,1
0.010142087936401367,0.0003180503845214844,112,1,1
0.010097026824951172,0.0004889965057373047,78,1,1
0.009824037551879883,0.0003170967102050781,97,1,1
0.010120868682861328,0.0004229545593261719,97,1,1
0.009919166564941406,0.0003170967102050781,109,1,1
0.009963035583496094,0.000347137451171875,114,1,1
0.009936809539794922,0.000308990478515625,88,1,1
0.010331153869628906,0.0005030632019042969,96,1,1
0.009593963623046875,0.0002810955047607422,103,1,1
0.01005697250366211,0.0003070831298828125,102,1,1
0.010154962539672852,0.0004949569702148438,107,1,1
0.009984016418457031,0.00037789344787597656,84,1,1
0.010111093521118164,0.0004210472106933594,92,1,1
0.009994983673095703,0.0004241466522216797,102,1,1
0.009889841079711914,0.00039196014404296875,108,1,1
0.00990915298461914,0.00033402442932128906,101,1,1
0.009924888610839844,0.0003018379211425781,111,1,1
0.010499000549316406,0.00039887428283691406,98,1,1
0.009664058685302734,0.00032806396484375,107,1,1
0.009937047958374023,0.0003039836883544922,95,1,1
0.010058879852294922,0.0003819465637207031,111,1,1
0.010242938995361328,0.0004298686981201172,107,1,1
0.009746074676513672,0.00039005279541015625,114,1,1
0.010123014450073242,0.00030803680419921875,100,1,1
0.009818077087402344,0.0003120899200439453,100,1,1
0.01011204719543457,0.00046515464782714844,102,1,1
0.1528480052947998,0.0005719661712646484,97,1,2
0.010068893432617188,0.0005159378051757812,101,1,2
0.009939193725585938,0.00044798851013183594,89,1,2
0.009962797164916992,0.0004448890686035156,94,1,2
0.009939193725585938,0.0003821849822998047,87,1,2
