interval,delay,data_size,talk_n,lstn_n
0.0999748706817627,0.0003979206085205078,1,1,1
0.10005998611450195,0.00047588348388671875,1,1,1
0.09996819496154785,0.0004169940948486328,1,1,1
0.10016489028930664,0.000453948974609375,1,1,1
0.09990310668945312,0.000553131103515625,1,1,1
0.09988999366760254,0.0003631114959716797,1,1,1
0.1002798080444336,0.000598907470703125,1,1,1
0.09993100166320801,0.0005538463592529297,1,1,1
0.09986400604248047,0.0004990100860595703,1,1,1
0.15906596183776855,0.0006561279296875,1,1,2
0.10005402565002441,0.0005180835723876953,1,1,2
0.1002500057220459,0.0007889270782470703,1,1,2
0.10025596618652344,0.0007040500640869141,1,1,2
0.09955596923828125,0.0003719329833984375,1,1,2
0.10053706169128418,0.0008370876312255859,1,1,2
0.09981203079223633,0.0007979869842529297,1,1,2
0.09977984428405762,0.0007028579711914062,1,1,2
0.09982919692993164,0.0006060600280761719,1,1,2
0.09999585151672363,0.0004940032958984375,1,1,2
0.1469120979309082,0.0006561279296875,1,1,2
0.09998703002929688,0.00045108795166015625,1,1,2
0.09990191459655762,0.00037384033203125,1,1,2
0.1005711555480957,0.0006041526794433594,1,1,2
0.09964990615844727,0.00036597251892089844,1,1,2
0.10046887397766113,0.000762939453125,1,1,2
0.09979605674743652,0.0007078647613525391,1,1,2
0.09966206550598145,0.0004949569702148438,1,1,2
0.09993290901184082,0.0005018711090087891,1,1,2
0.10011005401611328,0.0005040168762207031,1,1,2
0.04352307319641113,0.0009410381317138672,1,1,3
0.09980893135070801,0.0007479190826416016,1,1,3
0.10088992118835449,0.001405954360961914,1,1,3
0.09875607490539551,0.00039196014404296875,1,1,3
0.10007810592651367,0.0006561279296875,1,1,3
0.10019087791442871,0.0007090568542480469,1,1,3
0.09961700439453125,0.0003838539123535156,1,1,3
0.10036802291870117,0.000743865966796875,1,1,3
0.1003270149230957,0.0009999275207519531,1,1,3
0.09950399398803711,0.0006051063537597656,1,1,3
0.10029911994934082,0.0008990764617919922,1,1,3
0.07848501205444336,0.0006079673767089844,1,1,3
0.10001707077026367,0.0006229877471923828,1,1,3
0.10029792785644531,0.0006890296936035156,1,1,3
0.09958910942077637,0.0005080699920654297,1,1,3
0.09962582588195801,0.0003199577331542969,1,1,3
0.1002800464630127,0.0004620552062988281,1,1,3
0.10019707679748535,0.0007169246673583984,1,1,3
0.0999150276184082,0.0006239414215087891,1,1,3
0.10026788711547852,0.0008208751678466797,1,1,3
0.09951210021972656,0.0004341602325439453,1,1,3
0.0999610424041748,0.00039005279541015625,1,1,3
0.0466461181640625,0.0010700225830078125,1,1,3
0.09940385818481445,0.0004718303680419922,1,1,3
0.10109615325927734,0.0013360977172851562,1,1,3
0.09904599189758301,0.0006120204925537109,1,1,3
0.0999910831451416,0.0007891654968261719,1,1,3
0.09993982315063477,0.0005910396575927734,1,1,3
0.0998830795288086,0.0005319118499755859,1,1,3
0.09991908073425293,0.0004429817199707031,1,1,3
0.10018587112426758,0.0005578994750976562,1,1,3
0.09977507591247559,0.0004341602325439453,1,1,3
0.10030198097229004,0.0007309913635253906,1,1,3
